url,latitude,longitude,rating_1,rating_2,rating_3,rating_4,rating_5
https://www.tripadvisor.com/Attraction_Review-g294265-d2338936-Reviews-Tanglin_Shopping_Centre-Singapore.html,1.285801,103.85111,0,3,22,32,18
https://www.tripadvisor.com/Attraction_Review-g294265-d8720312-Reviews-Coney_Island_Park-Singapore.html,1.40531,103.92058,0,1,20,34,19
https://www.tripadvisor.com/Attraction_Review-g294265-d317473-Reviews-Old_Supreme_Court_Building-Singapore.html,1.285801,103.85111,0,0,14,39,21
https://www.tripadvisor.com/Attraction_Review-g294265-d317455-Reviews-Padang-Singapore.html,1.2902,103.85347,1,4,34,24,9
https://www.tripadvisor.com/Attraction_Review-g294265-d591455-Reviews-Bukit_Batok_Nature_Park-Singapore.html,1.285801,103.85111,0,1,13,36,21
https://www.tripadvisor.com/Attraction_Review-g294265-d4578243-Reviews-Bishan_Ang_Mo_Kio_Park-Singapore.html,1.36409,103.8409,0,1,7,32,31
https://www.tripadvisor.com/Attraction_Review-g294265-d8486295-Reviews-Esplanade_Bridge-Singapore.html,1.285801,103.85111,0,1,25,34,11
https://www.tripadvisor.com/Attraction_Review-g294265-d2139514-Reviews-Mandarin_Gallery-Singapore.html,1.285801,103.85111,2,1,29,29,9
https://www.tripadvisor.com/Attraction_Review-g294265-d2341790-Reviews-St_Joseph_s_Church-Singapore.html,1.29844,103.85305,0,1,15,28,26
https://www.tripadvisor.com/Attraction_Review-g294265-d317393-Reviews-Abdul_Gaffoor_Mosque-Singapore.html,1.285801,103.85111,0,2,12,38,18
https://www.tripadvisor.com/Attraction_Review-g294265-d8639180-Reviews-Elgin_Bridge-Singapore.html,1.285801,103.85111,0,0,22,41,7
https://www.tripadvisor.com/Attraction_Review-g294265-d8452085-Reviews-Kallang_Wave_Mall-Singapore.html,1.303521,103.872574,1,1,16,33,18
https://www.tripadvisor.com/Attraction_Review-g294265-d324751-Reviews-Telok_Ayer_Street-Singapore.html,1.285801,103.85111,0,0,18,31,19
https://www.tripadvisor.com/Attraction_Review-g294265-d7254973-Reviews-Library_Orchard-Singapore.html,1.285801,103.85111,0,0,2,23,43
